,,X,Y,Z,Ycog,Zcog,radius,phi,Nx,Ny,Nz,innerWall,Dwall_normal,Corrupted,radius_out,Dwall,Dwall_projection
,,,,,,,129.576084,-3.141593,,,,,,,,,,
,,,,,,,129.616120,-3.124091,,,,,,,,,,
,,,,,,,129.635278,-3.106589,,,,,,,,,,
,,,,,,,129.730875,-3.089087,,,,,,,,,,
,,,,,,,129.747141,-3.071585,,,,,,,,,,
,,,,,,,129.735241,-3.054083,,,,,,,,,,
,,,,,,,129.719821,-3.036581,,,,,,,,,,
,,,,,,,129.702780,-3.019079,,,,,,,,,,
,,,,,,,129.697015,-3.001577,,,,,,,,,,
,,,,,,,129.692655,-2.984075,,,,,,,,,,
,,,,,,,129.692789,-2.966574,,,,,,,,,,
,,,,,,,129.712280,-2.949072,,,,,,,,,,
,,,,,,,129.734399,-2.931570,,,,,,,,,,
,,,,,,,129.754003,-2.914068,,,,,,,,,,
,,,,,,,129.777470,-2.896566,,,,,,,,,,
,,,,,,,129.790623,-2.879064,,,,,,,,,,
,,,,,,,129.800759,-2.861562,,,,,,,,,,
,,,,,,,129.803734,-2.844060,,,,,,,,,,
,,,,,,,129.808671,-2.826558,,,,,,,,,,
,,,,,,,129.809811,-2.809056,,,,,,,,,,
,,,,,,,129.810955,-2.791554,,,,,,,,,,
,,,,,,,129.817732,-2.774053,,,,,,,,,,
,,,,,,,129.826846,-2.756551,,,,,,,,,,
,,,,,,,129.835220,-2.739049,,,,,,,,,,
,,,,,,,129.839474,-2.721547,,,,,,,,,,
,,,,,,,129.843310,-2.704045,,,,,,,,,,
,,,,,,,129.847302,-2.686543,,,,,,,,,,
,,,,,,,129.849533,-2.669041,,,,,,,,,,
,,,,,,,129.855678,-2.651539,,,,,,,,,,
,,,,,,,129.863412,-2.634037,,,,,,,,,,
,,,,,,,129.878011,-2.616535,,,,,,,,,,
,,,,,,,129.897277,-2.599033,,,,,,,,,,
,,,,,,,129.917125,-2.581532,,,,,,,,,,
,,,,,,,129.940615,-2.564030,,,,,,,,,,
,,,,,,,129.957087,-2.546528,,,,,,,,,,
,,,,,,,129.977335,-2.529026,,,,,,,,,,
,,,,,,,129.987709,-2.511524,,,,,,,,,,
,,,,,,,129.993348,-2.494022,,,,,,,,,,
,,,,,,,129.995680,-2.476520,,,,,,,,,,
,,,,,,,129.989441,-2.459018,,,,,,,,,,
,,,,,,,129.973325,-2.441516,,,,,,,,,,
,,,,,,,129.952553,-2.424014,,,,,,,,,,
,,,,,,,129.930835,-2.406512,,,,,,,,,,
,,,,,,,129.918148,-2.389011,,,,,,,,,,
,,,,,,,129.908065,-2.371509,,,,,,,,,,
,,,,,,,129.907220,-2.354007,,,,,,,,,,
,,,,,,,129.919926,-2.336505,,,,,,,,,,
,,,,,,,129.938328,-2.319003,,,,,,,,,,
,,,,,,,129.956855,-2.301501,,,,,,,,,,
,,,,,,,129.967113,-2.283999,,,,,,,,,,
,,,,,,,129.987623,-2.266497,,,,,,,,,,
,,,,,,,130.007530,-2.248995,,,,,,,,,,
,,,,,,,130.021431,-2.231493,,,,,,,,,,
,,,,,,,130.036855,-2.213991,,,,,,,,,,
,,,,,,,130.059021,-2.196490,,,,,,,,,,
,,,,,,,130.090234,-2.178988,,,,,,,,,,
,,,,,,,130.127666,-2.161486,,,,,,,,,,
,,,,,,,130.165941,-2.143984,,,,,,,,,,
,,,,,,,130.216586,-2.126482,,,,,,,,,,
,,,,,,,130.278859,-2.108980,,,,,,,,,,
,,,,,,,130.334652,-2.091478,,,,,,,,,,
,,,,,,,130.364305,-2.073976,,,,,,,,,,
,,,,,,,130.424372,-2.056474,,,,,,,,,,
,,,,,,,130.466977,-2.038972,,,,,,,,,,
,,,,,,,130.506070,-2.021470,,,,,,,,,,
,,,,,,,130.521178,-2.003969,,,,,,,,,,
,,,,,,,130.533845,-1.986467,,,,,,,,,,
,,,,,,,130.534544,-1.968965,,,,,,,,,,
,,,,,,,130.531381,-1.951463,,,,,,,,,,
,,,,,,,130.526433,-1.933961,,,,,,,,,,
,,,,,,,130.518394,-1.916459,,,,,,,,,,
,,,,,,,130.510548,-1.898957,,,,,,,,,,
,,,,,,,130.495378,-1.881455,,,,,,,,,,
,,,,,,,130.476719,-1.863953,,,,,,,,,,
,,,,,,,130.457447,-1.846451,,,,,,,,,,
,,,,,,,130.439538,-1.828949,,,,,,,,,,
,,,,,,,130.427963,-1.811448,,,,,,,,,,
,,,,,,,130.411675,-1.793946,,,,,,,,,,
,,,,,,,130.401775,-1.776444,,,,,,,,,,
,,,,,,,130.394819,-1.758942,,,,,,,,,,
,,,,,,,130.380859,-1.741440,,,,,,,,,,
,,,,,,,130.366033,-1.723938,,,,,,,,,,
,,,,,,,130.353416,-1.706436,,,,,,,,,,
,,,,,,,130.335623,-1.688934,,,,,,,,,,
,,,,,,,130.327734,-1.671432,,,,,,,,,,
,,,,,,,130.316938,-1.653930,,,,,,,,,,
,,,,,,,130.311471,-1.636428,,,,,,,,,,
,,,,,,,130.301885,-1.618927,,,,,,,,,,
,,,,,,,130.288098,-1.601425,,,,,,,,,,
,,,,,,,130.272591,-1.583923,,,,,,,,,,
,,,,,,,130.260128,-1.566421,,,,,,,,,,
,,,,,,,130.244027,-1.548919,,,,,,,,,,
,,,,,,,130.231555,-1.531417,,,,,,,,,,
,,,,,,,130.221803,-1.513915,,,,,,,,,,
,,,,,,,130.213945,-1.496413,,,,,,,,,,
,,,,,,,130.196775,-1.478911,,,,,,,,,,
,,,,,,,130.182516,-1.461409,,,,,,,,,,
,,,,,,,130.158963,-1.443907,,,,,,,,,,
,,,,,,,130.147250,-1.426406,,,,,,,,,,
,,,,,,,130.136866,-1.408904,,,,,,,,,,
,,,,,,,130.129944,-1.391402,,,,,,,,,,
,,,,,,,130.128548,-1.373900,,,,,,,,,,
,,,,,,,130.128179,-1.356398,,,,,,,,,,
,,,,,,,130.125375,-1.338896,,,,,,,,,,
,,,,,,,130.115441,-1.321394,,,,,,,,,,
,,,,,,,130.111283,-1.303892,,,,,,,,,,
,,,,,,,130.099059,-1.286390,,,,,,,,,,
,,,,,,,130.084005,-1.268888,,,,,,,,,,
,,,,,,,130.066224,-1.251386,,,,,,,,,,
,,,,,,,130.058945,-1.233885,,,,,,,,,,
,,,,,,,130.032829,-1.216383,,,,,,,,,,
,,,,,,,130.032154,-1.198881,,,,,,,,,,
,,,,,,,130.053991,-1.181379,,,,,,,,,,
,,,,,,,130.070257,-1.163877,,,,,,,,,,
,,,,,,,130.073552,-1.146375,,,,,,,,,,
,,,,,,,130.066413,-1.128873,,,,,,,,,,
,,,,,,,130.034841,-1.111371,,,,,,,,,,
,,,,,,,130.000240,-1.093869,,,,,,,,,,
,,,,,,,129.971512,-1.076367,,,,,,,,,,
,,,,,,,129.943493,-1.058865,,,,,,,,,,
,,,,,,,129.930704,-1.041364,,,,,,,,,,
,,,,,,,129.909753,-1.023862,,,,,,,,,,
,,,,,,,129.903035,-1.006360,,,,,,,,,,
,,,,,,,129.904241,-0.988858,,,,,,,,,,
,,,,,,,129.893471,-0.971356,,,,,,,,,,
,,,,,,,129.883701,-0.953854,,,,,,,,,,
,,,,,,,129.883701,-0.936352,,,,,,,,,,
,,,,,,,129.885605,-0.918850,,,,,,,,,,
,,,,,,,129.885652,-0.901348,,,,,,,,,,
,,,,,,,129.890236,-0.883846,,,,,,,,,,
,,,,,,,129.896282,-0.866344,,,,,,,,,,
,,,,,,,129.897056,-0.848843,,,,,,,,,,
,,,,,,,129.899544,-0.831341,,,,,,,,,,
,,,,,,,129.902243,-0.813839,,,,,,,,,,
,,,,,,,129.913748,-0.796337,,,,,,,,,,
,,,,,,,129.920179,-0.778835,,,,,,,,,,
,,,,,,,129.925155,-0.761333,,,,,,,,,,
,,,,,,,129.932087,-0.743831,,,,,,,,,,
,,,,,,,129.944411,-0.726329,,,,,,,,,,
