,,X,Y,Z,Ycog,Zcog,radius,phi,Nx,Ny,Nz,innerWall,Dwall_normal,Corrupted,radius_out,Dwall,Dwall_projection
,,,,,,,129.855198,-3.141593,,,,,,,,,,
,,,,,,,129.831335,-3.124091,,,,,,,,,,
,,,,,,,129.844007,-3.106589,,,,,,,,,,
,,,,,,,129.886482,-3.089087,,,,,,,,,,
,,,,,,,129.985086,-3.071585,,,,,,,,,,
,,,,,,,130.028610,-3.054083,,,,,,,,,,
,,,,,,,130.026366,-3.036581,,,,,,,,,,
,,,,,,,130.009447,-3.019079,,,,,,,,,,
,,,,,,,130.003413,-3.001577,,,,,,,,,,
,,,,,,,130.003619,-2.984075,,,,,,,,,,
,,,,,,,130.006394,-2.966574,,,,,,,,,,
,,,,,,,130.003619,-2.949072,,,,,,,,,,
,,,,,,,130.003750,-2.931570,,,,,,,,,,
,,,,,,,130.003750,-2.914068,,,,,,,,,,
,,,,,,,129.991284,-2.896566,,,,,,,,,,
,,,,,,,129.973268,-2.879064,,,,,,,,,,
,,,,,,,129.955524,-2.861562,,,,,,,,,,
,,,,,,,129.942878,-2.844060,,,,,,,,,,
,,,,,,,129.929304,-2.826558,,,,,,,,,,
,,,,,,,129.909825,-2.809056,,,,,,,,,,
,,,,,,,129.903162,-2.791554,,,,,,,,,,
,,,,,,,129.892727,-2.774053,,,,,,,,,,
,,,,,,,129.880211,-2.756551,,,,,,,,,,
,,,,,,,129.874681,-2.739049,,,,,,,,,,
,,,,,,,129.866980,-2.721547,,,,,,,,,,
,,,,,,,129.858615,-2.704045,,,,,,,,,,
,,,,,,,129.849321,-2.686543,,,,,,,,,,
,,,,,,,129.837669,-2.669041,,,,,,,,,,
,,,,,,,129.835617,-2.651539,,,,,,,,,,
,,,,,,,129.838627,-2.634037,,,,,,,,,,
,,,,,,,129.837349,-2.616535,,,,,,,,,,
,,,,,,,129.837084,-2.599033,,,,,,,,,,
,,,,,,,129.831926,-2.581532,,,,,,,,,,
,,,,,,,129.831926,-2.564030,,,,,,,,,,
,,,,,,,129.823738,-2.546528,,,,,,,,,,
,,,,,,,129.819238,-2.529026,,,,,,,,,,
,,,,,,,129.817785,-2.511524,,,,,,,,,,
,,,,,,,129.814718,-2.494022,,,,,,,,,,
,,,,,,,129.807001,-2.476520,,,,,,,,,,
,,,,,,,129.791476,-2.459018,,,,,,,,,,
,,,,,,,129.784017,-2.441516,,,,,,,,,,
,,,,,,,129.774001,-2.424014,,,,,,,,,,
,,,,,,,129.773831,-2.406512,,,,,,,,,,
,,,,,,,129.775844,-2.389011,,,,,,,,,,
,,,,,,,129.785060,-2.371509,,,,,,,,,,
,,,,,,,129.796450,-2.354007,,,,,,,,,,
,,,,,,,129.806358,-2.336505,,,,,,,,,,
,,,,,,,129.815665,-2.319003,,,,,,,,,,
,,,,,,,129.813509,-2.301501,,,,,,,,,,
,,,,,,,129.807755,-2.283999,,,,,,,,,,
,,,,,,,129.799555,-2.266497,,,,,,,,,,
,,,,,,,129.794343,-2.248995,,,,,,,,,,
,,,,,,,129.801826,-2.231493,,,,,,,,,,
,,,,,,,129.810615,-2.213991,,,,,,,,,,
,,,,,,,129.829636,-2.196490,,,,,,,,,,
,,,,,,,129.846727,-2.178988,,,,,,,,,,
,,,,,,,129.858561,-2.161486,,,,,,,,,,
,,,,,,,129.879626,-2.143984,,,,,,,,,,
,,,,,,,129.901931,-2.126482,,,,,,,,,,
,,,,,,,129.919589,-2.108980,,,,,,,,,,
,,,,,,,129.939541,-2.091478,,,,,,,,,,
,,,,,,,129.964050,-2.073976,,,,,,,,,,
,,,,,,,129.990925,-2.056474,,,,,,,,,,
,,,,,,,130.004342,-2.038972,,,,,,,,,,
,,,,,,,130.008306,-2.021470,,,,,,,,,,
,,,,,,,130.000976,-2.003969,,,,,,,,,,
,,,,,,,129.981232,-1.986467,,,,,,,,,,
,,,,,,,129.938562,-1.968965,,,,,,,,,,
,,,,,,,129.921495,-1.951463,,,,,,,,,,
,,,,,,,129.895950,-1.933961,,,,,,,,,,
,,,,,,,129.894635,-1.916459,,,,,,,,,,
,,,,,,,129.895365,-1.898957,,,,,,,,,,
,,,,,,,129.899767,-1.881455,,,,,,,,,,
,,,,,,,129.911186,-1.863953,,,,,,,,,,
,,,,,,,129.918261,-1.846451,,,,,,,,,,
,,,,,,,129.928666,-1.828949,,,,,,,,,,
,,,,,,,129.935920,-1.811448,,,,,,,,,,
,,,,,,,129.945145,-1.793946,,,,,,,,,,
,,,,,,,129.956999,-1.776444,,,,,,,,,,
,,,,,,,129.960956,-1.758942,,,,,,,,,,
,,,,,,,129.968087,-1.741440,,,,,,,,,,
,,,,,,,129.971264,-1.723938,,,,,,,,,,
,,,,,,,129.971741,-1.706436,,,,,,,,,,
,,,,,,,129.971826,-1.688934,,,,,,,,,,
,,,,,,,129.968364,-1.671432,,,,,,,,,,
,,,,,,,129.968151,-1.653930,,,,,,,,,,
,,,,,,,129.967494,-1.636428,,,,,,,,,,
,,,,,,,129.966626,-1.618927,,,,,,,,,,
,,,,,,,129.963972,-1.601425,,,,,,,,,,
,,,,,,,129.962016,-1.583923,,,,,,,,,,
,,,,,,,129.962016,-1.566421,,,,,,,,,,
,,,,,,,129.971639,-1.548919,,,,,,,,,,
,,,,,,,129.978588,-1.531417,,,,,,,,,,
,,,,,,,129.989793,-1.513915,,,,,,,,,,
,,,,,,,130.000982,-1.496413,,,,,,,,,,
,,,,,,,130.015277,-1.478911,,,,,,,,,,
,,,,,,,130.028592,-1.461409,,,,,,,,,,
,,,,,,,130.047939,-1.443907,,,,,,,,,,
,,,,,,,130.057821,-1.426406,,,,,,,,,,
,,,,,,,130.058256,-1.408904,,,,,,,,,,
,,,,,,,130.062873,-1.391402,,,,,,,,,,
,,,,,,,130.062873,-1.373900,,,,,,,,,,
,,,,,,,130.056393,-1.356398,,,,,,,,,,
,,,,,,,130.051156,-1.338896,,,,,,,,,,
,,,,,,,130.044068,-1.321394,,,,,,,,,,
,,,,,,,130.040832,-1.303892,,,,,,,,,,
,,,,,,,130.044024,-1.286390,,,,,,,,,,
,,,,,,,130.048698,-1.268888,,,,,,,,,,
,,,,,,,130.048698,-1.251386,,,,,,,,,,
,,,,,,,130.051354,-1.233885,,,,,,,,,,
,,,,,,,130.064032,-1.216383,,,,,,,,,,
,,,,,,,130.071126,-1.198881,,,,,,,,,,
,,,,,,,130.087515,-1.181379,,,,,,,,,,
,,,,,,,130.107546,-1.163877,,,,,,,,,,
,,,,,,,130.118782,-1.146375,,,,,,,,,,
,,,,,,,130.132250,-1.128873,,,,,,,,,,
,,,,,,,130.154602,-1.111371,,,,,,,,,,
,,,,,,,130.175416,-1.093869,,,,,,,,,,
,,,,,,,130.191833,-1.076367,,,,,,,,,,
,,,,,,,130.201712,-1.058865,,,,,,,,,,
,,,,,,,130.218802,-1.041364,,,,,,,,,,
,,,,,,,130.224923,-1.023862,,,,,,,,,,
,,,,,,,130.226443,-1.006360,,,,,,,,,,
,,,,,,,130.222051,-0.988858,,,,,,,,,,
,,,,,,,130.207178,-0.971356,,,,,,,,,,
,,,,,,,130.182427,-0.953854,,,,,,,,,,
,,,,,,,130.162119,-0.936352,,,,,,,,,,
,,,,,,,130.150809,-0.918850,,,,,,,,,,
,,,,,,,130.142172,-0.901348,,,,,,,,,,
,,,,,,,130.133957,-0.883846,,,,,,,,,,
,,,,,,,130.131029,-0.866344,,,,,,,,,,
,,,,,,,130.131177,-0.848843,,,,,,,,,,
,,,,,,,130.139564,-0.831341,,,,,,,,,,
,,,,,,,130.143956,-0.813839,,,,,,,,,,
,,,,,,,130.159430,-0.796337,,,,,,,,,,
,,,,,,,130.164244,-0.778835,,,,,,,,,,
,,,,,,,130.167950,-0.761333,,,,,,,,,,
,,,,,,,130.169487,-0.743831,,,,,,,,,,
,,,,,,,130.168887,-0.726329,,,,,,,,,,
,,,,,,,130.160802,-0.708827,,,,,,,,,,
,,,,,,,130.151068,-0.691325,,,,,,,,,,
,,,,,,,130.143244,-0.673823,,,,,,,,,,
,,,,,,,130.133166,-0.656322,,,,,,,,,,
,,,,,,,130.122263,-0.638820,,,,,,,,,,
,,,,,,,130.116521,-0.621318,,,,,,,,,,
,,,,,,,130.111305,-0.603816,,,,,,,,,,
,,,,,,,130.108788,-0.586314,,,,,,,,,,
,,,,,,,130.099263,-0.568812,,,,,,,,,,
,,,,,,,130.090948,-0.551310,,,,,,,,,,
,,,,,,,130.081982,-0.533808,,,,,,,,,,
,,,,,,,130.078912,-0.516306,,,,,,,,,,
,,,,,,,130.070928,-0.498804,,,,,,,,,,
,,,,,,,130.054135,-0.481302,,,,,,,,,,
,,,,,,,130.039354,-0.463801,,,,,,,,,,
,,,,,,,130.027106,-0.446299,,,,,,,,,,
,,,,,,,130.023576,-0.428797,,,,,,,,,,
,,,,,,,130.014213,-0.411295,,,,,,,,,,
,,,,,,,129.997145,-0.393793,,,,,,,,,,
,,,,,,,129.977888,-0.376291,,,,,,,,,,
,,,,,,,129.965885,-0.358789,,,,,,,,,,
,,,,,,,129.940119,-0.341287,,,,,,,,,,
,,,,,,,129.935038,-0.323785,,,,,,,,,,
,,,,,,,129.927788,-0.306283,,,,,,,,,,
,,,,,,,129.912501,-0.288781,,,,,,,,,,
,,,,,,,129.904357,-0.271280,,,,,,,,,,
,,,,,,,129.896446,-0.253778,,,,,,,,,,
,,,,,,,129.891497,-0.236276,,,,,,,,,,
,,,,,,,129.886290,-0.218774,,,,,,,,,,
,,,,,,,129.883140,-0.201272,,,,,,,,,,
,,,,,,,129.881989,-0.183770,,,,,,,,,,
,,,,,,,129.881782,-0.166268,,,,,,,,,,
,,,,,,,129.881678,-0.148766,,,,,,,,,,
,,,,,,,129.873534,-0.131264,,,,,,,,,,
,,,,,,,129.873097,-0.113762,,,,,,,,,,
,,,,,,,129.862058,-0.096260,,,,,,,,,,
,,,,,,,129.853211,-0.078759,,,,,,,,,,
,,,,,,,129.845234,-0.061257,,,,,,,,,,
,,,,,,,129.838314,-0.043755,,,,,,,,,,
,,,,,,,129.831428,-0.026253,,,,,,,,,,
,,,,,,,129.821237,-0.008751,,,,,,,,,,
