,,X,Y,Z,Ycog,Zcog,radius,phi,Nx,Ny,Nz,innerWall,Dwall_normal,Corrupted,radius_out,Dwall,Dwall_projection
,,,,,,,129.396095,-3.141593,,,,,,,,,,
,,,,,,,129.439850,-3.124091,,,,,,,,,,
,,,,,,,129.470930,-3.106589,,,,,,,,,,
,,,,,,,129.515682,-3.089087,,,,,,,,,,
,,,,,,,129.556683,-3.071585,,,,,,,,,,
,,,,,,,129.574918,-3.054083,,,,,,,,,,
,,,,,,,129.584719,-3.036581,,,,,,,,,,
,,,,,,,129.595860,-3.019079,,,,,,,,,,
,,,,,,,129.606463,-3.001577,,,,,,,,,,
,,,,,,,129.617361,-2.984075,,,,,,,,,,
,,,,,,,129.629118,-2.966574,,,,,,,,,,
,,,,,,,129.634545,-2.949072,,,,,,,,,,
,,,,,,,129.640523,-2.931570,,,,,,,,,,
,,,,,,,129.639364,-2.914068,,,,,,,,,,
,,,,,,,129.645808,-2.896566,,,,,,,,,,
,,,,,,,129.657166,-2.879064,,,,,,,,,,
,,,,,,,129.665997,-2.861562,,,,,,,,,,
,,,,,,,129.676351,-2.844060,,,,,,,,,,
,,,,,,,129.687047,-2.826558,,,,,,,,,,
,,,,,,,129.696102,-2.809056,,,,,,,,,,
,,,,,,,129.702566,-2.791554,,,,,,,,,,
,,,,,,,129.711048,-2.774053,,,,,,,,,,
,,,,,,,129.726591,-2.756551,,,,,,,,,,
,,,,,,,129.748272,-2.739049,,,,,,,,,,
,,,,,,,129.771420,-2.721547,,,,,,,,,,
,,,,,,,129.804035,-2.704045,,,,,,,,,,
,,,,,,,129.840758,-2.686543,,,,,,,,,,
,,,,,,,129.870670,-2.669041,,,,,,,,,,
,,,,,,,129.884510,-2.651539,,,,,,,,,,
,,,,,,,129.892583,-2.634037,,,,,,,,,,
,,,,,,,129.891604,-2.616535,,,,,,,,,,
,,,,,,,129.886475,-2.599033,,,,,,,,,,
,,,,,,,129.869092,-2.581532,,,,,,,,,,
,,,,,,,129.852939,-2.564030,,,,,,,,,,
,,,,,,,129.843429,-2.546528,,,,,,,,,,
,,,,,,,129.848835,-2.529026,,,,,,,,,,
,,,,,,,129.864632,-2.511524,,,,,,,,,,
,,,,,,,129.902274,-2.494022,,,,,,,,,,
,,,,,,,129.946147,-2.476520,,,,,,,,,,
,,,,,,,130.003588,-2.459018,,,,,,,,,,
,,,,,,,130.047587,-2.441516,,,,,,,,,,
,,,,,,,130.079775,-2.424014,,,,,,,,,,
,,,,,,,130.111326,-2.406512,,,,,,,,,,
,,,,,,,130.128206,-2.389011,,,,,,,,,,
,,,,,,,130.153729,-2.371509,,,,,,,,,,
,,,,,,,130.175919,-2.354007,,,,,,,,,,
,,,,,,,130.195402,-2.336505,,,,,,,,,,
,,,,,,,130.222061,-2.319003,,,,,,,,,,
,,,,,,,130.251162,-2.301501,,,,,,,,,,
,,,,,,,130.271196,-2.283999,,,,,,,,,,
,,,,,,,130.290885,-2.266497,,,,,,,,,,
,,,,,,,130.307302,-2.248995,,,,,,,,,,
,,,,,,,130.321877,-2.231493,,,,,,,,,,
,,,,,,,130.336299,-2.213991,,,,,,,,,,
,,,,,,,130.352560,-2.196490,,,,,,,,,,
,,,,,,,130.367158,-2.178988,,,,,,,,,,
,,,,,,,130.373878,-2.161486,,,,,,,,,,
,,,,,,,130.380583,-2.143984,,,,,,,,,,
,,,,,,,130.380583,-2.126482,,,,,,,,,,
,,,,,,,130.378003,-2.108980,,,,,,,,,,
,,,,,,,130.368405,-2.091478,,,,,,,,,,
,,,,,,,130.357338,-2.073976,,,,,,,,,,
,,,,,,,130.342939,-2.056474,,,,,,,,,,
,,,,,,,130.334144,-2.038972,,,,,,,,,,
,,,,,,,130.326921,-2.021470,,,,,,,,,,
,,,,,,,130.320396,-2.003969,,,,,,,,,,
,,,,,,,130.312574,-1.986467,,,,,,,,,,
,,,,,,,130.298576,-1.968965,,,,,,,,,,
,,,,,,,130.285434,-1.951463,,,,,,,,,,
,,,,,,,130.270084,-1.933961,,,,,,,,,,
,,,,,,,130.258371,-1.916459,,,,,,,,,,
,,,,,,,130.244403,-1.898957,,,,,,,,,,
,,,,,,,130.230250,-1.881455,,,,,,,,,,
,,,,,,,130.218850,-1.863953,,,,,,,,,,
,,,,,,,130.203013,-1.846451,,,,,,,,,,
,,,,,,,130.192715,-1.828949,,,,,,,,,,
,,,,,,,130.187179,-1.811448,,,,,,,,,,
,,,,,,,130.180848,-1.793946,,,,,,,,,,
,,,,,,,130.173399,-1.776444,,,,,,,,,,
,,,,,,,130.164825,-1.758942,,,,,,,,,,
,,,,,,,130.154948,-1.741440,,,,,,,,,,
,,,,,,,130.144966,-1.723938,,,,,,,,,,
,,,,,,,130.131757,-1.706436,,,,,,,,,,
,,,,,,,130.113631,-1.688934,,,,,,,,,,
,,,,,,,130.101224,-1.671432,,,,,,,,,,
,,,,,,,130.084336,-1.653930,,,,,,,,,,
,,,,,,,130.067361,-1.636428,,,,,,,,,,
,,,,,,,130.048061,-1.618927,,,,,,,,,,
,,,,,,,130.034530,-1.601425,,,,,,,,,,
,,,,,,,130.019095,-1.583923,,,,,,,,,,
,,,,,,,130.010572,-1.566421,,,,,,,,,,
,,,,,,,130.007666,-1.548919,,,,,,,,,,
,,,,,,,130.004013,-1.531417,,,,,,,,,,
,,,,,,,130.005359,-1.513915,,,,,,,,,,
,,,,,,,130.008748,-1.496413,,,,,,,,,,
,,,,,,,130.007991,-1.478911,,,,,,,,,,
,,,,,,,130.009355,-1.461409,,,,,,,,,,
,,,,,,,130.015791,-1.443907,,,,,,,,,,
,,,,,,,130.016925,-1.426406,,,,,,,,,,
,,,,,,,130.018924,-1.408904,,,,,,,,,,
,,,,,,,130.018924,-1.391402,,,,,,,,,,
,,,,,,,130.020602,-1.373900,,,,,,,,,,
,,,,,,,130.031256,-1.356398,,,,,,,,,,
,,,,,,,130.044510,-1.338896,,,,,,,,,,
,,,,,,,130.046842,-1.321394,,,,,,,,,,
,,,,,,,130.041957,-1.303892,,,,,,,,,,
,,,,,,,130.026211,-1.286390,,,,,,,,,,
,,,,,,,129.997965,-1.268888,,,,,,,,,,
,,,,,,,129.964184,-1.251386,,,,,,,,,,
,,,,,,,129.923314,-1.233885,,,,,,,,,,
,,,,,,,129.901637,-1.216383,,,,,,,,,,
,,,,,,,129.871607,-1.198881,,,,,,,,,,
,,,,,,,129.851750,-1.181379,,,,,,,,,,
,,,,,,,129.840669,-1.163877,,,,,,,,,,
,,,,,,,129.833708,-1.146375,,,,,,,,,,
,,,,,,,129.830165,-1.128873,,,,,,,,,,
,,,,,,,129.827584,-1.111371,,,,,,,,,,
,,,,,,,129.825890,-1.093869,,,,,,,,,,
,,,,,,,129.827407,-1.076367,,,,,,,,,,
,,,,,,,129.829939,-1.058865,,,,,,,,,,
,,,,,,,129.831368,-1.041364,,,,,,,,,,
,,,,,,,129.831368,-1.023862,,,,,,,,,,
,,,,,,,129.834149,-1.006360,,,,,,,,,,
,,,,,,,129.831690,-0.988858,,,,,,,,,,
,,,,,,,129.825371,-0.971356,,,,,,,,,,
,,,,,,,129.816568,-0.953854,,,,,,,,,,
,,,,,,,129.809859,-0.936352,,,,,,,,,,
,,,,,,,129.803051,-0.918850,,,,,,,,,,
,,,,,,,129.802714,-0.901348,,,,,,,,,,
,,,,,,,129.809880,-0.883846,,,,,,,,,,
