,,X,Y,Z,Ycog,Zcog,radius,phi,Nx,Ny,Nz,innerWall,Dwall_normal,Corrupted,radius_out,Dwall,Dwall_projection
,,,,,,,129.561768,-3.141593,,,,,,,,,,
,,,,,,,129.777495,-3.124091,,,,,,,,,,
,,,,,,,129.777631,-3.106589,,,,,,,,,,
,,,,,,,129.758983,-3.089087,,,,,,,,,,
,,,,,,,129.756338,-3.071585,,,,,,,,,,
,,,,,,,129.763199,-3.054083,,,,,,,,,,
,,,,,,,129.766043,-3.036581,,,,,,,,,,
,,,,,,,129.773367,-3.019079,,,,,,,,,,
,,,,,,,129.780883,-3.001577,,,,,,,,,,
,,,,,,,129.780883,-2.984075,,,,,,,,,,
,,,,,,,129.780161,-2.966574,,,,,,,,,,
,,,,,,,129.781363,-2.949072,,,,,,,,,,
,,,,,,,129.781363,-2.931570,,,,,,,,,,
,,,,,,,129.781314,-2.914068,,,,,,,,,,
,,,,,,,129.776548,-2.896566,,,,,,,,,,
,,,,,,,129.756194,-2.879064,,,,,,,,,,
,,,,,,,129.747613,-2.861562,,,,,,,,,,
,,,,,,,129.729991,-2.844060,,,,,,,,,,
,,,,,,,129.718478,-2.826558,,,,,,,,,,
,,,,,,,129.705132,-2.809056,,,,,,,,,,
,,,,,,,129.700586,-2.791554,,,,,,,,,,
,,,,,,,129.699704,-2.774053,,,,,,,,,,
,,,,,,,129.698261,-2.756551,,,,,,,,,,
,,,,,,,129.698294,-2.739049,,,,,,,,,,
,,,,,,,129.696422,-2.721547,,,,,,,,,,
,,,,,,,129.695323,-2.704045,,,,,,,,,,
,,,,,,,129.695467,-2.686543,,,,,,,,,,
,,,,,,,129.699020,-2.669041,,,,,,,,,,
,,,,,,,129.710200,-2.651539,,,,,,,,,,
,,,,,,,129.718365,-2.634037,,,,,,,,,,
,,,,,,,129.730361,-2.616535,,,,,,,,,,
,,,,,,,129.735159,-2.599033,,,,,,,,,,
,,,,,,,129.739907,-2.581532,,,,,,,,,,
,,,,,,,129.746164,-2.564030,,,,,,,,,,
,,,,,,,129.749941,-2.546528,,,,,,,,,,
,,,,,,,129.757991,-2.529026,,,,,,,,,,
,,,,,,,129.758201,-2.511524,,,,,,,,,,
,,,,,,,129.756491,-2.494022,,,,,,,,,,
,,,,,,,129.753982,-2.476520,,,,,,,,,,
,,,,,,,129.747632,-2.459018,,,,,,,,,,
,,,,,,,129.749529,-2.441516,,,,,,,,,,
,,,,,,,129.758263,-2.424014,,,,,,,,,,
,,,,,,,129.770591,-2.406512,,,,,,,,,,
,,,,,,,129.792493,-2.389011,,,,,,,,,,
,,,,,,,129.816234,-2.371509,,,,,,,,,,
,,,,,,,129.836724,-2.354007,,,,,,,,,,
,,,,,,,129.861635,-2.336505,,,,,,,,,,
,,,,,,,129.892162,-2.319003,,,,,,,,,,
,,,,,,,129.934327,-2.301501,,,,,,,,,,
,,,,,,,129.956162,-2.283999,,,,,,,,,,
,,,,,,,129.981716,-2.266497,,,,,,,,,,
,,,,,,,130.009271,-2.248995,,,,,,,,,,
,,,,,,,130.037665,-2.231493,,,,,,,,,,
,,,,,,,130.061002,-2.213991,,,,,,,,,,
,,,,,,,130.075798,-2.196490,,,,,,,,,,
,,,,,,,130.096325,-2.178988,,,,,,,,,,
,,,,,,,130.107455,-2.161486,,,,,,,,,,
,,,,,,,130.114176,-2.143984,,,,,,,,,,
,,,,,,,130.136800,-2.126482,,,,,,,,,,
,,,,,,,130.159225,-2.108980,,,,,,,,,,
,,,,,,,130.198535,-2.091478,,,,,,,,,,
,,,,,,,130.241626,-2.073976,,,,,,,,,,
,,,,,,,130.300788,-2.056474,,,,,,,,,,
,,,,,,,130.344736,-2.038972,,,,,,,,,,
,,,,,,,130.395303,-2.021470,,,,,,,,,,
,,,,,,,130.437979,-2.003969,,,,,,,,,,
,,,,,,,130.470293,-1.986467,,,,,,,,,,
,,,,,,,130.484397,-1.968965,,,,,,,,,,
,,,,,,,130.490872,-1.951463,,,,,,,,,,
,,,,,,,130.491145,-1.933961,,,,,,,,,,
,,,,,,,130.479396,-1.916459,,,,,,,,,,
,,,,,,,130.457699,-1.898957,,,,,,,,,,
,,,,,,,130.422245,-1.881455,,,,,,,,,,
,,,,,,,130.379067,-1.863953,,,,,,,,,,
,,,,,,,130.343666,-1.846451,,,,,,,,,,
,,,,,,,130.315022,-1.828949,,,,,,,,,,
,,,,,,,130.287831,-1.811448,,,,,,,,,,
,,,,,,,130.256206,-1.793946,,,,,,,,,,
,,,,,,,130.240554,-1.776444,,,,,,,,,,
,,,,,,,130.220822,-1.758942,,,,,,,,,,
,,,,,,,130.201190,-1.741440,,,,,,,,,,
,,,,,,,130.185316,-1.723938,,,,,,,,,,
,,,,,,,130.164188,-1.706436,,,,,,,,,,
,,,,,,,130.146084,-1.688934,,,,,,,,,,
,,,,,,,130.133833,-1.671432,,,,,,,,,,
,,,,,,,130.123001,-1.653930,,,,,,,,,,
,,,,,,,130.111070,-1.636428,,,,,,,,,,
,,,,,,,130.100488,-1.618927,,,,,,,,,,
,,,,,,,130.083167,-1.601425,,,,,,,,,,
,,,,,,,130.075307,-1.583923,,,,,,,,,,
,,,,,,,130.069409,-1.566421,,,,,,,,,,
,,,,,,,130.052080,-1.548919,,,,,,,,,,
,,,,,,,130.046961,-1.531417,,,,,,,,,,
,,,,,,,130.044136,-1.513915,,,,,,,,,,
,,,,,,,130.037903,-1.496413,,,,,,,,,,
,,,,,,,130.037732,-1.478911,,,,,,,,,,
,,,,,,,130.034794,-1.461409,,,,,,,,,,
,,,,,,,130.022482,-1.443907,,,,,,,,,,
,,,,,,,130.017953,-1.426406,,,,,,,,,,
,,,,,,,130.012190,-1.408904,,,,,,,,,,
,,,,,,,130.008637,-1.391402,,,,,,,,,,
,,,,,,,130.007972,-1.373900,,,,,,,,,,
,,,,,,,130.005198,-1.356398,,,,,,,,,,
,,,,,,,129.999839,-1.338896,,,,,,,,,,
,,,,,,,129.994029,-1.321394,,,,,,,,,,
,,,,,,,129.998730,-1.303892,,,,,,,,,,
,,,,,,,130.001164,-1.286390,,,,,,,,,,
,,,,,,,130.008400,-1.268888,,,,,,,,,,
,,,,,,,130.011292,-1.251386,,,,,,,,,,
,,,,,,,130.021897,-1.233885,,,,,,,,,,
,,,,,,,130.025405,-1.216383,,,,,,,,,,
,,,,,,,130.025963,-1.198881,,,,,,,,,,
,,,,,,,130.026954,-1.181379,,,,,,,,,,
,,,,,,,130.028464,-1.163877,,,,,,,,,,
,,,,,,,130.034675,-1.146375,,,,,,,,,,
,,,,,,,130.045921,-1.128873,,,,,,,,,,
,,,,,,,130.062117,-1.111371,,,,,,,,,,
,,,,,,,130.081903,-1.093869,,,,,,,,,,
,,,,,,,130.098631,-1.076367,,,,,,,,,,
,,,,,,,130.120808,-1.058865,,,,,,,,,,
,,,,,,,130.144252,-1.041364,,,,,,,,,,
,,,,,,,130.163161,-1.023862,,,,,,,,,,
,,,,,,,130.192378,-1.006360,,,,,,,,,,
,,,,,,,130.200397,-0.988858,,,,,,,,,,
,,,,,,,130.202646,-0.971356,,,,,,,,,,
,,,,,,,130.200397,-0.953854,,,,,,,,,,
,,,,,,,130.194890,-0.936352,,,,,,,,,,
,,,,,,,130.190425,-0.918850,,,,,,,,,,
,,,,,,,130.174266,-0.901348,,,,,,,,,,
,,,,,,,130.157935,-0.883846,,,,,,,,,,
,,,,,,,130.131315,-0.866344,,,,,,,,,,
,,,,,,,130.096971,-0.848843,,,,,,,,,,
,,,,,,,130.071504,-0.831341,,,,,,,,,,
,,,,,,,130.043920,-0.813839,,,,,,,,,,
,,,,,,,130.019921,-0.796337,,,,,,,,,,
,,,,,,,130.002854,-0.778835,,,,,,,,,,
,,,,,,,129.987580,-0.761333,,,,,,,,,,
,,,,,,,129.977414,-0.743831,,,,,,,,,,
,,,,,,,129.964535,-0.726329,,,,,,,,,,
,,,,,,,129.945517,-0.708827,,,,,,,,,,
,,,,,,,129.933547,-0.691325,,,,,,,,,,
,,,,,,,129.927629,-0.673823,,,,,,,,,,
,,,,,,,129.913182,-0.656322,,,,,,,,,,
,,,,,,,129.903133,-0.638820,,,,,,,,,,
,,,,,,,129.890220,-0.621318,,,,,,,,,,
,,,,,,,129.876793,-0.603816,,,,,,,,,,
,,,,,,,129.868719,-0.586314,,,,,,,,,,
,,,,,,,129.857537,-0.568812,,,,,,,,,,
,,,,,,,129.852189,-0.551310,,,,,,,,,,
,,,,,,,129.842322,-0.533808,,,,,,,,,,
,,,,,,,129.832315,-0.516306,,,,,,,,,,
,,,,,,,129.826835,-0.498804,,,,,,,,,,
,,,,,,,129.821972,-0.481302,,,,,,,,,,
,,,,,,,129.817895,-0.463801,,,,,,,,,,
,,,,,,,129.817302,-0.446299,,,,,,,,,,
,,,,,,,129.820537,-0.428797,,,,,,,,,,
,,,,,,,129.821042,-0.411295,,,,,,,,,,
,,,,,,,129.822138,-0.393793,,,,,,,,,,
,,,,,,,129.822138,-0.376291,,,,,,,,,,
,,,,,,,129.826037,-0.358789,,,,,,,,,,
,,,,,,,129.827357,-0.341287,,,,,,,,,,
,,,,,,,129.832248,-0.323785,,,,,,,,,,
,,,,,,,129.839035,-0.306283,,,,,,,,,,
,,,,,,,129.845337,-0.288781,,,,,,,,,,
,,,,,,,129.852307,-0.271280,,,,,,,,,,
,,,,,,,129.854671,-0.253778,,,,,,,,,,
,,,,,,,129.856192,-0.236276,,,,,,,,,,
,,,,,,,129.861455,-0.218774,,,,,,,,,,
,,,,,,,129.865800,-0.201272,,,,,,,,,,
,,,,,,,129.868460,-0.183770,,,,,,,,,,
,,,,,,,129.872051,-0.166268,,,,,,,,,,
,,,,,,,129.889581,-0.148766,,,,,,,,,,
,,,,,,,129.902716,-0.131264,,,,,,,,,,
,,,,,,,129.917346,-0.113762,,,,,,,,,,
,,,,,,,129.925767,-0.096260,,,,,,,,,,
,,,,,,,129.935389,-0.078759,,,,,,,,,,
,,,,,,,129.942492,-0.061257,,,,,,,,,,
,,,,,,,129.941615,-0.043755,,,,,,,,,,
,,,,,,,129.936940,-0.026253,,,,,,,,,,
,,,,,,,129.933884,-0.008751,,,,,,,,,,
,,,,,,,129.933518,0.008751,,,,,,,,,,
,,,,,,,129.928513,0.026253,,,,,,,,,,
,,,,,,,129.926261,0.043755,,,,,,,,,,
,,,,,,,129.920616,0.061257,,,,,,,,,,
,,,,,,,129.910155,0.078759,,,,,,,,,,
,,,,,,,129.900535,0.096260,,,,,,,,,,
,,,,,,,129.890630,0.113762,,,,,,,,,,
,,,,,,,129.886037,0.131264,,,,,,,,,,
,,,,,,,129.881599,0.148766,,,,,,,,,,
,,,,,,,129.880038,0.166268,,,,,,,,,,
,,,,,,,129.889406,0.183770,,,,,,,,,,
,,,,,,,129.891823,0.201272,,,,,,,,,,
,,,,,,,129.889406,0.218774,,,,,,,,,,
,,,,,,,129.886039,0.236276,,,,,,,,,,
,,,,,,,129.876769,0.253778,,,,,,,,,,
,,,,,,,129.868939,0.271280,,,,,,,,,,
,,,,,,,129.860529,0.288781,,,,,,,,,,
,,,,,,,129.854248,0.306283,,,,,,,,,,
,,,,,,,129.848860,0.323785,,,,,,,,,,
,,,,,,,129.845248,0.341287,,,,,,,,,,
,,,,,,,129.843416,0.358789,,,,,,,,,,
,,,,,,,129.838899,0.376291,,,,,,,,,,
,,,,,,,129.835845,0.393793,,,,,,,,,,
,,,,,,,129.834952,0.411295,,,,,,,,,,
,,,,,,,129.833145,0.428797,,,,,,,,,,
,,,,,,,129.826280,0.446299,,,,,,,,,,
,,,,,,,129.821299,0.463801,,,,,,,,,,
,,,,,,,129.819737,0.481302,,,,,,,,,,
,,,,,,,129.815613,0.498804,,,,,,,,,,
,,,,,,,129.802897,0.516306,,,,,,,,,,
,,,,,,,129.795574,0.533808,,,,,,,,,,
,,,,,,,129.791371,0.551310,,,,,,,,,,
,,,,,,,129.792547,0.568812,,,,,,,,,,
,,,,,,,129.793202,0.586314,,,,,,,,,,
,,,,,,,129.795656,0.603816,,,,,,,,,,
,,,,,,,129.802757,0.621318,,,,,,,,,,
,,,,,,,129.806633,0.638820,,,,,,,,,,
,,,,,,,129.810899,0.656322,,,,,,,,,,
,,,,,,,129.813761,0.673823,,,,,,,,,,
,,,,,,,129.817145,0.691325,,,,,,,,,,
,,,,,,,129.815883,0.708827,,,,,,,,,,
,,,,,,,129.815158,0.726329,,,,,,,,,,
,,,,,,,129.824032,0.743831,,,,,,,,,,
,,,,,,,129.831043,0.761333,,,,,,,,,,
,,,,,,,129.835034,0.778835,,,,,,,,,,
,,,,,,,129.850865,0.796337,,,,,,,,,,
,,,,,,,129.863919,0.813839,,,,,,,,,,
,,,,,,,129.869243,0.831341,,,,,,,,,,
,,,,,,,129.883301,0.848843,,,,,,,,,,
,,,,,,,129.894288,0.866344,,,,,,,,,,
,,,,,,,129.901080,0.883846,,,,,,,,,,
,,,,,,,129.902502,0.901348,,,,,,,,,,
,,,,,,,129.908788,0.918850,,,,,,,,,,
,,,,,,,129.916227,0.936352,,,,,,,,,,
,,,,,,,129.929462,0.953854,,,,,,,,,,
,,,,,,,129.941056,0.971356,,,,,,,,,,
,,,,,,,129.947763,0.988858,,,,,,,,,,
,,,,,,,129.953315,1.006360,,,,,,,,,,
,,,,,,,129.965376,1.023862,,,,,,,,,,
