,,X,Y,Z,Ycog,Zcog,radius,phi,Nx,Ny,Nz,innerWall,Dwall_normal,Corrupted,radius_out,Dwall,Dwall_projection
,,,,,,,129.631183,-3.141593,,,,,,,,,,
,,,,,,,129.646043,-3.124091,,,,,,,,,,
,,,,,,,129.654840,-3.106589,,,,,,,,,,
,,,,,,,129.732876,-3.089087,,,,,,,,,,
,,,,,,,129.852304,-3.071585,,,,,,,,,,
,,,,,,,129.904485,-3.054083,,,,,,,,,,
,,,,,,,129.901563,-3.036581,,,,,,,,,,
,,,,,,,129.896842,-3.019079,,,,,,,,,,
,,,,,,,129.883274,-3.001577,,,,,,,,,,
,,,,,,,129.872741,-2.984075,,,,,,,,,,
,,,,,,,129.872159,-2.966574,,,,,,,,,,
,,,,,,,129.890129,-2.949072,,,,,,,,,,
,,,,,,,129.910320,-2.931570,,,,,,,,,,
,,,,,,,129.922448,-2.914068,,,,,,,,,,
,,,,,,,129.926202,-2.896566,,,,,,,,,,
,,,,,,,129.924482,-2.879064,,,,,,,,,,
,,,,,,,129.917441,-2.861562,,,,,,,,,,
,,,,,,,129.902464,-2.844060,,,,,,,,,,
,,,,,,,129.891806,-2.826558,,,,,,,,,,
,,,,,,,129.883400,-2.809056,,,,,,,,,,
,,,,,,,129.878898,-2.791554,,,,,,,,,,
,,,,,,,129.876322,-2.774053,,,,,,,,,,
,,,,,,,129.867039,-2.756551,,,,,,,,,,
,,,,,,,129.861266,-2.739049,,,,,,,,,,
,,,,,,,129.854554,-2.721547,,,,,,,,,,
,,,,,,,129.858156,-2.704045,,,,,,,,,,
,,,,,,,129.863711,-2.686543,,,,,,,,,,
,,,,,,,129.868649,-2.669041,,,,,,,,,,
,,,,,,,129.875373,-2.651539,,,,,,,,,,
,,,,,,,129.883718,-2.634037,,,,,,,,,,
,,,,,,,129.896791,-2.616535,,,,,,,,,,
,,,,,,,129.908990,-2.599033,,,,,,,,,,
,,,,,,,129.919563,-2.581532,,,,,,,,,,
,,,,,,,129.924577,-2.564030,,,,,,,,,,
,,,,,,,129.935959,-2.546528,,,,,,,,,,
,,,,,,,129.954312,-2.529026,,,,,,,,,,
,,,,,,,129.965398,-2.511524,,,,,,,,,,
,,,,,,,129.970882,-2.494022,,,,,,,,,,
,,,,,,,129.973615,-2.476520,,,,,,,,,,
,,,,,,,129.982131,-2.459018,,,,,,,,,,
,,,,,,,129.987280,-2.441516,,,,,,,,,,
,,,,,,,129.990823,-2.424014,,,,,,,,,,
,,,,,,,129.998450,-2.406512,,,,,,,,,,
,,,,,,,130.000584,-2.389011,,,,,,,,,,
,,,,,,,130.003516,-2.371509,,,,,,,,,,
,,,,,,,130.006715,-2.354007,,,,,,,,,,
,,,,,,,130.012878,-2.336505,,,,,,,,,,
,,,,,,,130.029828,-2.319003,,,,,,,,,,
,,,,,,,130.046376,-2.301501,,,,,,,,,,
,,,,,,,130.060190,-2.283999,,,,,,,,,,
,,,,,,,130.069529,-2.266497,,,,,,,,,,
,,,,,,,130.070620,-2.248995,,,,,,,,,,
,,,,,,,130.076453,-2.231493,,,,,,,,,,
,,,,,,,130.107076,-2.213991,,,,,,,,,,
,,,,,,,130.135929,-2.196490,,,,,,,,,,
,,,,,,,130.162720,-2.178988,,,,,,,,,,
,,,,,,,130.174814,-2.161486,,,,,,,,,,
,,,,,,,130.185504,-2.143984,,,,,,,,,,
,,,,,,,130.205321,-2.126482,,,,,,,,,,
,,,,,,,130.224847,-2.108980,,,,,,,,,,
,,,,,,,130.230888,-2.091478,,,,,,,,,,
,,,,,,,130.245495,-2.073976,,,,,,,,,,
,,,,,,,130.278636,-2.056474,,,,,,,,,,
,,,,,,,130.317450,-2.038972,,,,,,,,,,
,,,,,,,130.364003,-2.021470,,,,,,,,,,
,,,,,,,130.412820,-2.003969,,,,,,,,,,
,,,,,,,130.458574,-1.986467,,,,,,,,,,
,,,,,,,130.517397,-1.968965,,,,,,,,,,
,,,,,,,130.565678,-1.951463,,,,,,,,,,
,,,,,,,130.573126,-1.933961,,,,,,,,,,
,,,,,,,130.573126,-1.916459,,,,,,,,,,
,,,,,,,130.573126,-1.898957,,,,,,,,,,
,,,,,,,130.573126,-1.881455,,,,,,,,,,
,,,,,,,130.573126,-1.863953,,,,,,,,,,
,,,,,,,130.540412,-1.846451,,,,,,,,,,
,,,,,,,130.519500,-1.828949,,,,,,,,,,
,,,,,,,130.477198,-1.811448,,,,,,,,,,
,,,,,,,130.441441,-1.793946,,,,,,,,,,
,,,,,,,130.411804,-1.776444,,,,,,,,,,
,,,,,,,130.389177,-1.758942,,,,,,,,,,
,,,,,,,130.367146,-1.741440,,,,,,,,,,
,,,,,,,130.348732,-1.723938,,,,,,,,,,
,,,,,,,130.311130,-1.706436,,,,,,,,,,
,,,,,,,130.285391,-1.688934,,,,,,,,,,
,,,,,,,130.264568,-1.671432,,,,,,,,,,
,,,,,,,130.252676,-1.653930,,,,,,,,,,
,,,,,,,130.232066,-1.636428,,,,,,,,,,
,,,,,,,130.223647,-1.618927,,,,,,,,,,
,,,,,,,130.204895,-1.601425,,,,,,,,,,
,,,,,,,130.186602,-1.583923,,,,,,,,,,
,,,,,,,130.174834,-1.566421,,,,,,,,,,
,,,,,,,130.162780,-1.548919,,,,,,,,,,
,,,,,,,130.144253,-1.531417,,,,,,,,,,
,,,,,,,130.131732,-1.513915,,,,,,,,,,
,,,,,,,130.122098,-1.496413,,,,,,,,,,
,,,,,,,130.113259,-1.478911,,,,,,,,,,
,,,,,,,130.101552,-1.461409,,,,,,,,,,
,,,,,,,130.089752,-1.443907,,,,,,,,,,
,,,,,,,130.079067,-1.426406,,,,,,,,,,
,,,,,,,130.064081,-1.408904,,,,,,,,,,
,,,,,,,130.054923,-1.391402,,,,,,,,,,
,,,,,,,130.054260,-1.373900,,,,,,,,,,
,,,,,,,130.051467,-1.356398,,,,,,,,,,
,,,,,,,130.053232,-1.338896,,,,,,,,,,
,,,,,,,130.054056,-1.321394,,,,,,,,,,
,,,,,,,130.053765,-1.303892,,,,,,,,,,
,,,,,,,130.056524,-1.286390,,,,,,,,,,
,,,,,,,130.056524,-1.268888,,,,,,,,,,
,,,,,,,130.057500,-1.251386,,,,,,,,,,
,,,,,,,130.054156,-1.233885,,,,,,,,,,
,,,,,,,130.052248,-1.216383,,,,,,,,,,
,,,,,,,130.049514,-1.198881,,,,,,,,,,
,,,,,,,130.048194,-1.181379,,,,,,,,,,
,,,,,,,130.045187,-1.163877,,,,,,,,,,
,,,,,,,130.047947,-1.146375,,,,,,,,,,
,,,,,,,130.052302,-1.128873,,,,,,,,,,
,,,,,,,130.058970,-1.111371,,,,,,,,,,
,,,,,,,130.065645,-1.093869,,,,,,,,,,
,,,,,,,130.085742,-1.076367,,,,,,,,,,
,,,,,,,130.098121,-1.058865,,,,,,,,,,
,,,,,,,130.116829,-1.041364,,,,,,,,,,
,,,,,,,130.129881,-1.023862,,,,,,,,,,
,,,,,,,130.161950,-1.006360,,,,,,,,,,
,,,,,,,130.188319,-0.988858,,,,,,,,,,
,,,,,,,130.202907,-0.971356,,,,,,,,,,
,,,,,,,130.211580,-0.953854,,,,,,,,,,
,,,,,,,130.214696,-0.936352,,,,,,,,,,
,,,,,,,130.216012,-0.918850,,,,,,,,,,
,,,,,,,130.208359,-0.901348,,,,,,,,,,
,,,,,,,130.189626,-0.883846,,,,,,,,,,
,,,,,,,130.162207,-0.866344,,,,,,,,,,
,,,,,,,130.143461,-0.848843,,,,,,,,,,
,,,,,,,130.113616,-0.831341,,,,,,,,,,
,,,,,,,130.067627,-0.813839,,,,,,,,,,
,,,,,,,130.030054,-0.796337,,,,,,,,,,
,,,,,,,130.013471,-0.778835,,,,,,,,,,
,,,,,,,129.984500,-0.761333,,,,,,,,,,
,,,,,,,129.962312,-0.743831,,,,,,,,,,
,,,,,,,129.949392,-0.726329,,,,,,,,,,
,,,,,,,129.936093,-0.708827,,,,,,,,,,
,,,,,,,129.935232,-0.691325,,,,,,,,,,
,,,,,,,129.928743,-0.673823,,,,,,,,,,
,,,,,,,129.924306,-0.656322,,,,,,,,,,
,,,,,,,129.927158,-0.638820,,,,,,,,,,
,,,,,,,129.930621,-0.621318,,,,,,,,,,
,,,,,,,129.930621,-0.603816,,,,,,,,,,
,,,,,,,129.928307,-0.586314,,,,,,,,,,
,,,,,,,129.924993,-0.568812,,,,,,,,,,
,,,,,,,129.924993,-0.551310,,,,,,,,,,
,,,,,,,129.922116,-0.533808,,,,,,,,,,
,,,,,,,129.916502,-0.516306,,,,,,,,,,
,,,,,,,129.915746,-0.498804,,,,,,,,,,
,,,,,,,129.914624,-0.481302,,,,,,,,,,
,,,,,,,129.909421,-0.463801,,,,,,,,,,
,,,,,,,129.904841,-0.446299,,,,,,,,,,
,,,,,,,129.902289,-0.428797,,,,,,,,,,
,,,,,,,129.902760,-0.411295,,,,,,,,,,
,,,,,,,129.900177,-0.393793,,,,,,,,,,
,,,,,,,129.901067,-0.376291,,,,,,,,,,
,,,,,,,129.901301,-0.358789,,,,,,,,,,
,,,,,,,129.907660,-0.341287,,,,,,,,,,
,,,,,,,129.917718,-0.323785,,,,,,,,,,
,,,,,,,129.922658,-0.306283,,,,,,,,,,
,,,,,,,129.932371,-0.288781,,,,,,,,,,
,,,,,,,129.948590,-0.271280,,,,,,,,,,
,,,,,,,129.954918,-0.253778,,,,,,,,,,
,,,,,,,129.962689,-0.236276,,,,,,,,,,
,,,,,,,129.968688,-0.218774,,,,,,,,,,
,,,,,,,129.977248,-0.201272,,,,,,,,,,
,,,,,,,129.993711,-0.183770,,,,,,,,,,
,,,,,,,129.995761,-0.166268,,,,,,,,,,
,,,,,,,130.012193,-0.148766,,,,,,,,,,
,,,,,,,130.023235,-0.131264,,,,,,,,,,
,,,,,,,130.032436,-0.113762,,,,,,,,,,
,,,,,,,130.041278,-0.096260,,,,,,,,,,
,,,,,,,130.049766,-0.078759,,,,,,,,,,
,,,,,,,130.069429,-0.061257,,,,,,,,,,
,,,,,,,130.078152,-0.043755,,,,,,,,,,
,,,,,,,130.097722,-0.026253,,,,,,,,,,
,,,,,,,130.111990,-0.008751,,,,,,,,,,
,,,,,,,130.116223,0.008751,,,,,,,,,,
,,,,,,,130.121940,0.026253,,,,,,,,,,
,,,,,,,130.120944,0.043755,,,,,,,,,,
,,,,,,,130.112896,0.061257,,,,,,,,,,
,,,,,,,130.107398,0.078759,,,,,,,,,,
,,,,,,,130.099453,0.096260,,,,,,,,,,
,,,,,,,130.093725,0.113762,,,,,,,,,,
